	text
15424	cien metros a docientos metros en silla de ruedas para ciegos y para mudos nisqa chaykunan ichaqa mana qipaman nisunmancha purichichkasunmanchu chaykunata wawqinchiskuna o discapacidad nisqawan imaynataq kaykuna wawqinchiskunaqa astawanmi nuqanchismantapas yacharinku paykunaqa imaraykuchus mana wakinqa qawayta atirinkuchu ichaqa imaynataq kay centidos nisqa kay tacto nisqa chaykunata nisun aswanta
15426	ñawincharinku hinaspapas minkarikusunmancha wawqinchiskuna wakinkuna wawayuq kanku kay discapacidad nisqawan ichaqa chaykuna kayqa wakinkunaqa wasipi ima wisqaylla wisqaykunku mana allinchu chayqa mana paykunapas ñuqanchik hinallataq paykunaqa hawaman lluqsina lluqsirina rimarina wawqinchiskuna panachiskunawan riqsirinan kay hinakuna karichkan ima nisunmantaq chaymanta panay nely arí cheqaqmantapik 
15428	aswanta kallpacharisunchik kay runa masinchiskunata imaraykuchus riki paykunaqa ñan aparichkanku iskay yupaypiña kay pukllayñinkuta ichapas wakin runa masikuna riki pinqakunku kay runakunamanta mana munankuchu wisqanku wasikunapi manan chaykuna hinachu karinan imaraykuchus paykunaqa llapan ñuqanchik hina runa masi aswantapik paykunaqa waq habilidades nisqatan chanincharinku rimarisun
15430	uyarisun turachanchik pablito kay rimana wasinchispi riki paypaqqa mana ñawisitun rikunchu ichaqa aswantan payqa uyarin nisunmancha riki uyariyñin ancha atiyñiyuq kay nisunmancha sentido del olfato nisqa imatapas payqa may rimapaykunki karumanta ninki ñan payqa riqsirqusunkiña kay hinatan paykunaqa waq potencialidades nisqakuna imachus nisunmancha arí imaymana 
15432	wakichiyñinkuna waq aswan atiyñiyuq paykunaqa karinkuman pay huk chikanta rimariqta uyariyta yacharin hinaspa ñiyta yachan nuqapaq aswanta kay ñawiykuna imapik rikunman aswantaraqcha imaymana ruwayta atiyman nispa pay rimariyta yachan chikaqa chaykunamanta ñuqanchik kallpachakusunchik allinta yachakusunchik hinaspa kay runamasinchiskunata sumaqta yanapaykusunchik hinaspa riki 
15434	nuqanchispas kaypi sumaqta chanicharikusunchik ima ruwayñinkunapipas yanapaykusunchik kay runa masikunata hinallataq kay qikllukunapipas kay llaqtakunapi wakinpaqqa nisunmancha arí wakin ayllunchiskunapi llaqtakunapi manan karichkanchu kay nisunmancha arí purinakuna vereda nisqakuna kay runamasikunapaq purikunankupaq ichaqa wakin kay silla de ruedas nisqakunapi purikunku paykunapaq manan kay veredas nisqakuna karichkanchu
15436	aqnallataq may alto chiqasman siqanakupaqpik manan karinchu imaymana kusa wakichiykuna paykunapaq chaymanta huk qunqarisqa karichkan kayqa sumaq napaykuytachu kunan punchaw wakiychinku hinaspa pukllaykuchkanqaku paykuna imaynatachus ñuqanchik allin nisunmancha arí qala tukuy imayuq runakuna kakunchik chaykunapas waputan pukllanchik paykunapas aswan allintaraqmi pukllanku tusunku sumaqmi paykunaqa karichkanku paykunapaq sumaq napaykuy
15438	aparikuchkanqa kay iskay yupaypi pukllay kay runa masikunaqta kay hinataq rimarichkanchik hina ancha napaykuy hinaspapas wawqinchik pablito nisqapas hinallataq wakim karillantaq chaykuna imaynatataq wakinkunaqa kay imataq pukllarinku kay wakinkunaqa ima nirisunmancha pablito nisqapas tecladota ima tukarin mana ñuqanchik a veces tukaykunchischu payqa atinmi yacharinmi chaykuna ahina nuqanchismantapas astawan paykunaqa
15440	yacharinku aswan yachayñiyuq karinku hinaqa chikaqa minkarisqaña kankichik wawqiykuna panaykuna nueve de la mañana a una de la tarde nisqan aparikuchkanqa kay estadio enrique torres belon nisqapi wawqiykuna kunan ichaqa kay dieciséis nisqata dieciseistapuni aparikuchkanqa kayqa día nacional nisunmancha paypaq kay discapacitados nisqapi panay arí kay hinapuni turachay maytaq arí kay kaymanta rimarichkanchik discapacidad chiqanmanta maytaq arí paykuna 
15442	munaychapas anchataraq atipaykuwanchik nuqanchiskunatapas imarayku paykunaqa arí kayqa maytaq turachanchik cecilio ticona paypaqpas ancha sumaq munay napaykuy paypas arí kayqa anchata allinta paypas puririn chayarqamun tutamantaña kay rimana wasitapas hinallataq arí kayqa turachanchik paulo paypas arí paulito maytaq arí paypas kaypi hamun hinaspa yanapaykuwanchik qayna chisilla kay huk huñurikuy kay rimana wasipi aparikuchkarqan payqa arí anchata kaypi nuqanchista
15444	kuska kachkan qankunapaq chikaqa ancha sumaq munay napaykuy imaraykuchus arí paykunaqa arí manan nuqayku discapacitado kayku nispachu mana imatapas ruwariyta atinku paykunaqa ñawpaqtaraq imatapas kayta ruwanku kayqa nisunmancha arí paykunapaq chikaqa ancha sumaq munay napakuy hinallataq arí kayqa domingo punchawta chikaqa kayqa aparikuchkanqa nisunmancha arí chikaqa qalan chay minkarisqa kankichik puririmuychik arí turachaykuna ñañachaykuna qankunapaq
15446	chikaqa ancha kunan punchaw ancha sumaq munay napaykuy hinallataq arí kayqa kay pacha paqariypi usqayta arí atipaykuwallanchistaq kay rimana wasiq kayqa willakuyñinkynaman puririnachik maytaq waqarikamuchkallarqantaq turachanchik arí kayqa haqay nisunmancha arí may karu llaqtamanta imaraykuchus kunan punchaw haqay san juan de salinas chiqanmanta turachanchik francisco laura paymi arí kayqa waqarikamuchkarqan imanispa kunan punchaw kayqa napaykuriyta munachkani institución educativa secundaria
15448	san pedro nintaq kayqa kaklla de esmeralda nintaq maytaq arí kunan punchaw kayqa kay domingo punchawta paykuna anchata munayta nisunmancha chunka suqtayuq punchawta arí huntarichkarqan huntarichkanqaku kimsa watata maypichus arí paykuna chikaqa ancha sumaq munay napaykusqa maytaq nintaq kay wata lluqsirchkanqa kayqa promoción primera promoción nintaq ancha ñawpaqpi kayqa karqan institución privada nintaq anchayta nuqayku
15450	kay comunidad anchata mañarikurqayku hina arí kunanqa kayqa institucón pública kutipun nintaq hinallataq arí ancha sumaqta kayqa napaykurillaykutaq haqay ugel asangaro ñin maypichus pay chikaqa ancha sumaqta yanapaykuwanku kaypi ñin chikaqa paykunapaq ancha sumaq munay napaykuy maytaq kayqa chunka suqtayuq punchawta huntarichkanqaku kayqa huk watatawan maytaq paykunapaq chikaqa hinallataq arí kayqa qaperos arí waykurimuchkanqa nintaq ancha sumaqta paqarin 
15452	aqnata kay munay takiyta churarimushayku kay pacha paqariypi qalayanpaq 
15454	arí ñañay turay ima raykuchus arí ichapascha kunan punchaw punchawniyki kashan arí qampaq kay ancha sumaq munay taki ñañachay turachay kanan región puno chiqanpi punchawniykichik kashan hinallataq wakin kayqa región chiqanpi uyariykamushankichik qamkunapaq hinallataq turanchik adrian meza paypaqpas iskay sumaq taki hinallataq hayna punchaw punchawnin kasharqa ñañachanchik regina arce payqaq arí hatun uqyaykuy qamkunapaq kay sumaq taki   
15456	kay pacha paqariypi kayqa cuatro de la mañana treita y ocho minutos chikaqa kayqa sapa viernes punchaw puririmun arí turachanchik iquisio paksi cuaquira paywanña achikyaqa ña kay pacha paqariypi tarikunchis kay rimana wasipi a chikaqa payya arí sapa 
15458	viernes tutamanta rimarin kawsayninchiskunamantahina imaymanamanta kayqa yuyarichiwanchis ima raykuschus kay qipa wiñaykunata a chikaqa kaypiña tarikun ñañachay neli arí aqnapuni kaypiña turachanchis iquisio rimapayaykuwasun kunan punchaw wayramanta imaynam karishan imakunam kanman imataq hampiwasunman imaraykum chay kay llaqtanchikkunapi karishan nintaq castilla simipi ima nintaq kunan punchaw 
15460	rimarisunchis imanintaq que es el viento en la cultura andina imaynam kay wayra kay ayllunchikkunapi kay pacha tiyanchis chaykunapi imaynam karishan chaykunamanta rimapariwasun sumaq punchaw kachun turachay iquisio qamkunata napaykuykichis e panay normita panay nelicha hinaspapas wawqiy roman condori i kunan punchawmi ñawpaqta napaykuykusun pikunachus uyariykamuchkanku  
15462	chaqay qullpani ayllunchispi chaypi raymi kanqa chayman tukuy chaqanmanta hatuqkuna hamunqa chaqay ichuñamanta ichuñatapas napaykurikusun imaraykuchus paykuna hamun chaymanta pikunataq uyariykamuchkanku chaqay charamaya llaqtanchispi pitaq chay umalliq calixto condori i chaymanta pitaq uyariykamuchkan javier paxi gusino condori i casiano acedo ocusman uyariykamushan  
15464	kanku paykuna chaymantapas kachkan santiago paxi eleoterio quispe chaykuna kachkan pedro pablo meneses promocionniy paypas paykunapaq napaykuy arí yuyarisun pikunataq warmikunamanta kachkan pananchik irene paxi teodora copa lucia tikra paykuna imaynallam kakushankichik tukuypaq tukuypaq maytaña rimarqushani tukuypaq huk hatun marqakuyta apachisun chaqay charamuch
15466	maya llaqtapa hinaspa chay qupañu rosario maypi kayashan chinito nemecio paypas uyariykamuchkanchari chaynaqa kunan punchaw tukuyta napaykariykusun hinaspa kay wayrmanta rimarisun imaynachus kay wayra ñuqanchis ukupi runahinallataq imatas ruwan paykuna haykaqpi hamun chaykunamanta rimaykuyasun aqnata wawqiy rimaykurisun imahayka hayka wayrataq karishan imaynataq kay wayrakuna malchu allinchu imaynataq kay 
15468	imataq kay hampikuna kashan kay wayrakunapaq wayrachus qusunki hina hapiykusunki imahina chaykunata rimaykususn wawqiy arí ñawpaqta nisun pitaq kay wayrari wayraqa ñuqanchispa awichunchis payqa tiyan sapanka wasipi urqukunapi qatakunapi haytakunapi ima tiyan hinaqa ñuqanchiswan kuska payqa imatam niykamun imaynam wata muyuy kanqa chayta imaynas kay wata kanqa ñuqanchispas chayta   
15470	willakamun ichaqa ñuqanchis chay quchakunapi sichus wayra hamunqa quchamanta allin wata kanqa urqumanta hamunqa hinaqa mana allin watachu kanqa haykaqtaq kaykunata kay qapaq raymi agosto killapi ñuqanchis qawaykunchis ñawpaq punchawta iskay punchawta kimsa punchawta aqnata chaynata ñuqanchis paywan tiyanchis hinaqa paymi ñuqanchista maymanpas qatiwanchis i sichus ñuqanchista qatiwanchis hinaqa   
15472	maynata ñuqanchis kanchis uma nanayniyuq hinaspa manam mikuytapas munanchischu ukunchis nanawanchis muqukuna qatariwanchis uña muqukuna hatun muqukuna i chaymanta llakisqa kanchis qala kuyay tuqra uyantinrikuy chaymanta kay humpi hapiyawanchiktaq ñuqanchis mana allintachu musquykukunchis chay  
15474	huk awichum qatiwanchis musquyninchispi piwantaq musqukurqanki huk awichuwan nisqa hinaqa sichus awichuwan musqukunchis hinaqa wayrawan musqukunchis sichus kuk warmiwan musqukunki hinaqa allpa hapisunki aqnata chaykuna hinaqa ima rayku ñuqanchista hapiwanchis kay wayra ima raykuchus ñuqanchis llakisqa imamantapas llankanamantapas qullqimantapas icha quychu kan chaykunamanta  
15476	llakisqa kanchis kay hina wayraqa qatiwanchik llakisqa kaymanta maypichus ñuqanchis kamikunchis anchata chaymanta hapiyawanchistaq e chaymanta ñuqanchis mana mikusqa purinchis chaymantapas tutamanta yuqsirqunchis qawata aqnapas hapiyawanchistaq ahinam chay wayra ñuqanchispaq turachay chikaqa kayqa aman piñakunkichischu aman piñakuspapas purinkichischu a chikaqa anchata kay minkariykamushan turachanchis   
15478	tiquisio paxi pay chikaqa a chikaqa aqnata ruwasunchis aman kaykunata imatapas ruwasunchu piñakuspa piñakuspapuni wakinqa puririnchis i aqnapuni chikaqa turachay imakunapiwanmi kashan utqayllata kayqa rimaykusunchis arí kay pachanchik atipaykuwashanchis cuatro de la mañana cuarenta y tres minutos hinañam puririshan chaymanta ñuqanchis rimarisun huk qutun kay yawar masiyuqhina wayraq achka wayram kan aqnam  
15480	achu wayra wayna irqi sipas aqnallataq ñuqanchispas chay ukupi pikunantaq kachkan suq´a wayra nisqa imataq chay ñuqanchikta suq´awanchik chay hinaqa uyanchispis huk kinrayman kutirinmam rikuy ima imarayku kay suq´a wayra nisqa ñuqanchista kay malhanchispas nanan hinaqa chaykunata ñuqanchis kay  
15482	hierba nisqakunawan churaykukunchis imataq chaypi kachkan kapaq muña marco ruda molle chaykunawan qawku pataqallku nisqa chaykunawan chaymantapas kayantaq kay aya wayra chay aya wayraqa kay ñuqanchispaq tuyukunapis kay kunkanchis uraymanta yuqsirqamun ahina challwaq tuyunhinaya hamun punkiykun hinaspa yuq  
15484	yuqsirqapun i chaykunam kay ayawasikunapi kay pampana wasikunapi i chaykunapi ñuqanchis chayta tarichwan chaymantapas tuqu nisqa chaykunam ñuqnchikta quwanchis epilepcia nisqa chaymanta supay wayra imatapas tuñirqun maymanpas waykurqun hinaqa chaykunata riqsirisun chaymanta kachkan kay kawayra kayqa uraña nisqamanta chaykuna ñuqanchis ñuqanchik 
15486	iskay castilla simipi niswancha mareos nisqa aqnata ñuqanchista yuyay chinkachik nisqa riki chaykunata chaymantapas qasa wayra kayqa hamun ñuqanchispaq yuraq wayramanta chaykuna ñuqanchis huk chikamanta hamurin hinaqa chaykunam qasaykun kay kaykuna uywakunata wañuchinman kay qasa wayra chaymantapas kachkan machu wayra gentil wasikunamanta yuqsiq  
15488	chaykuna chayman purinchis hinaqa chaykunata qamta hapisunki chaqay pikunataq kay hapinku chaykuna antimonio nisqa rikuy chaymanta tutuka wayra puriyantaq tutukahina ventarron nisqa chaymi kay hina kukuchihina hapiykun qupakunata apan kay puyukunata apaykuyantaq maypichus imachus tarin purinanpi chaykunata apan chaymanta kashan quya wayra may kay   
15490	puyukuna ninchis chaykunamanta e yuqsirimun chayqa sichus suyuta maypipas wischuchwan ñankunapi qaqakunapi chaykunata purinchis hina chayqa qatiwanchis chaykuna ñuqanchispaq kachkan kay turachay arí maynatam kay kimsa iñiy wasiman tres templos nisqaman waykuchwan aqnatam chaykuna ñuqanchispaq allillachikun muyu wayra kachkayantaq hinaqa 
15492	pinin imayna watakuna kanqa muyurimun muyurimun chaki watachu imayna kanqa suya wayra kayantaq chaykuna ñawsa puqukunamanta kay uqukunamanta yuqsimuq mayraq mayraq kachkan qichu wayra pasnu wayra qilla wayra iwa wayraq mayraq mayraq chaykunata rimarichwan hinaqa chaykunamanta runa unqunchis ahinatam ñuqanchis kay paqarinpi yachaparinchis turachay kayqa kay suyu way   
15494	wayra chaymanta rimarisharqanki imaraykuchus arí kayqa turachay nisunmanchari kayqa wakin pachakuna arí nisunman kayqa suyunku hinaspa wischullanku kayqa niyasunmantaqchu kay uywakuna suyun chaykunamantapas kayantaqchu turay e uywakunamanta mana ñuqanchista aswanta qapiwasunmanchu ichaqa may maypi qapikun i hinaqa uywakunamanta uywakunallatataq qapin hinaqa runamanta runakunallatataq qapin imaraykuchus  
15496	sapanka ñuqanchis aqalluyuq kanchis uywakunapas runakunapas chaykunamanta qapikun ichaqa chaykunata ñuqanchis churaykuchwan kay hampinakunata hinaqa chaypaqmi huk yachaq kanan allin yachaq allin riqsiq paykunam yachanku hinaspa ñuqanchisqa rinchis kaypi allillachiway nispa maskarinchis paykunata paykunataq kukanta qawaykun a maypim kay
15498	qapirqasunki maypitaq kamikurqanchis maypitaq urmakurqankichu imanarqankitaq aqnata sawmaykuwanchis kay qupa hampikunawan chaykunawan ahu cebolla hinaspapas kay ispaywan ispay timpusqawan kisawan wayatachaki i ayranpu unukunawan tunas kunan qipakunapi kan timolina
15500	agua carmelita mayraq chaykuna chaymantapas kachkan iñiykuna kay oración nisqakuna chaykunawan ima ñuqanchista hampiykuwanchik ajá yatiri chikaqa paykunapaqpas arí kay hampikuq runakunapaq ancha sumaq munay napaykuy turachay roman ima tapukuy kay wayramanta kashan aqnataq panay kunan aya wayramanta imaynay imaynatataq kay qapiwasunman mayqan pitaq kayqa kay puyu purinakunayapichu may kay puno suyukunapi ayllukuna  
15502	kikllukunapi qapiwanmanchu chay may may maypipas qapisunkiman kaypi nichkan ñuqanchispas imaynachus kay ñankuna chakakun nispa cruces chaykunapi qapiykun chaymanta machu wasikunapi kay ñuqanchis purinchis kay wañusqa kanchay wasikunaman velorio nisqa chaykunapi ima  chaykuna kay pampana wasita purinki panteon nisqa chay  
15504	aqnapipas qapisunkiman aqnaqa chaykunam yuqsirimun ukunchismanta manam pipas chay tulluta churarqanchu hinaqa yuqsirinpun may chiqantapas kay rinriwasanta kay kakinchis ukumanta chaykunamanta yuqsirimun hinaqa chaykunata ñuqanchis riqsirisun hinaqa mayraq chay wayrakunamanta rimariy kashan ajá hinallataq turachay imatam chay nelita aswanta raskachinkichik chay ladoykipi kaypam ñañachanckik neli 
15506	neli nintaq supay wayra qapirquwanku hunita nispa pasaqta chay ladoykipi raskachinki turachay arí wayra pukuykamuwan nin ajá ñañachay neli ima tapukuy kashan ajá maytaq rimariyman maytaq karishan ichapas kay wawayuqkuna ninkuriki wayra qapirqusqa nispam hitukuna qatarin kay wayra anchata pikunatataq qapinman turachay pikunatataq maytaq karishanchu aw wawakunachu awichukunachu maytaq runamasikuna wayna sipas   
15508	kunachu pikunatataq anchapi qapin kay wayra niq paykunata ñuqanchis wawakunata qapiyantaq qayqa nisqa chaykuna wayraykun kachitanman hinaspa chaykunata churaykunchishina kay muqukuna qatarin hinaspa kukuy runata qapiwasunman mayhinpas ñuqanchis chaywan na unquykunchis hinaqa manam yachanchikchu ñuqanchis ima wayras qapiwanchis qulla wayrachus machu wayrachus qayqa wayrachus chaykunaman   
15510	suqa wayra nisqayata riqsinchis imaraykuchu uyanchik huk chiqaman tikrarqapun hinaqa chay suqa wayra maqasunkimanpashina chaykunata qapaq kay hierbas medicinales castilla simipiqa qapaq qurakunawan ñuqanchis churaykunchis hinaqa chaykunatam riqsirisun chaykunatam ñuqanchis kay llaqtakunapi imayna awichunchis wayrawn tiyanchis chaykunata yuyarisun chikaqa qipayapiña kayqa kay  
